split	cohort	participant_id	session_id	task_name	wav_path	feature_csv	duration_sec	transcript
train	adult	207616	510f4697	cape-v-sentences-4	bridge2ai_adult_wav_v2/207616__510f4697__cape-v-sentences-4.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_207616_510f4697_cape-v-sentences-4.csv	4.2100	We eat eggs every Easter.
train	adult	752132	bcd8af09	maximum-phonation-time-1	bridge2ai_adult_wav_v2/752132__bcd8af09__maximum-phonation-time-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_752132_bcd8af09_maximum-phonation-time-1.csv	31.5500	Ah.
train	adult	614877	774a3484	loudness	bridge2ai_adult_wav_v2/614877__774a3484__loudness.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_614877_774a3484_loudness.csv	4.3100	Hey! Hey! Hey!
train	adult	900579	64d3eadd	loudness	bridge2ai_adult_wav_v2/900579__64d3eadd__loudness.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_900579_64d3eadd_loudness.csv	4.7100	Hey! Hey! Hey!
train	adult	396371	759b0869	cape-v-sentences-5	bridge2ai_adult_wav_v2/396371__759b0869__cape-v-sentences-5.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_396371_759b0869_cape-v-sentences-5.csv	3.3900	My mama makes lemon muffins.
train	adult	981647	e9aad8ae	respiration-and-cough-v2-hardcough	bridge2ai_adult_wav_v2/981647__e9aad8ae__respiration-and-cough-v2-hardcough.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_981647_e9aad8ae_respiration-and-cough-v2-hardcough.csv	5.8100	Ahem. Ahem.
train	adult	294961	68beae79	respiration-and-cough-breath-1	bridge2ai_adult_wav_v2/294961__68beae79__respiration-and-cough-breath-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_294961_68beae79_respiration-and-cough-breath-1.csv	30.0300	I'm sorry, I'm sorry Thank you.
train	adult	316700	ce638034	diadochokinesis-ta	bridge2ai_adult_wav_v2/316700__ce638034__diadochokinesis-ta.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_316700_ce638034_diadochokinesis-ta.csv	5.7900	Ta ta ta ta ta ta ta ta ta ta ta
train	adult	159668	c9e68411	diadochokinesis-pataka	bridge2ai_adult_wav_v2/159668__c9e68411__diadochokinesis-pataka.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_159668_c9e68411_diadochokinesis-pataka.csv	6.0700	Pataka, pataka, pataka, pataka, pataka, pataka, pataka, pataka, pataka, pataka.
train	adult	141858	35437000	picture-description	bridge2ai_adult_wav_v2/141858__35437000__picture-description.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_141858_35437000_picture-description.csv	13.1500	dishes, the sink overflowing, she's not paying attention, the kids getting treats out of the cupboards and one's gonna fall and hurt himself. It's chaos.
train	adult	494834	23fe42d4	maximum-phonation-time-3	bridge2ai_adult_wav_v2/494834__23fe42d4__maximum-phonation-time-3.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_494834_23fe42d4_maximum-phonation-time-3.csv	18.8300	Ah.
train	adult	935437	fbf40ad0	maximum-phonation-time-3	bridge2ai_adult_wav_v2/935437__fbf40ad0__maximum-phonation-time-3.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_935437_fbf40ad0_maximum-phonation-time-3.csv	11.8100	Aum
train	adult	894635	de24db78	respiration-and-cough-fivebreaths-3	bridge2ai_adult_wav_v2/894635__de24db78__respiration-and-cough-fivebreaths-3.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_894635_de24db78_respiration-and-cough-fivebreaths-3.csv	10.8900	you
train	adult	816441	6ea70a75	maximum-phonation-time-2	bridge2ai_adult_wav_v2/816441__6ea70a75__maximum-phonation-time-2.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_816441_6ea70a75_maximum-phonation-time-2.csv	14.0100	Ah.
train	adult	247059	173eadd5	picture-description-option2	bridge2ai_adult_wav_v2/247059__173eadd5__picture-description-option2.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_247059_173eadd5_picture-description-option2.csv	37.9500	The guys washing dishes and there is a lot of foam coming from the sink falling to the floor. And outside his window is a woman mowing the lawn. And behind him is two kids trying to get something from the cupboard. That's it. And they are in the kitchen.
train	adult	500640	81ca7caf	diadochokinesis-ka	bridge2ai_adult_wav_v2/500640__81ca7caf__diadochokinesis-ka.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_500640_81ca7caf_diadochokinesis-ka.csv	5.1300	Ka ka ka ka ka ka ka ka ka
train	adult	045464	ff74eab6	harvard-sentences-list-40-9	bridge2ai_adult_wav_v2/045464__ff74eab6__harvard-sentences-list-40-9.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_045464_ff74eab6_harvard-sentences-list-40-9.csv	4.2500	Raise the sail and steer the ship northward.
train	adult	263412	c3cae037	respiration-and-cough-fivebreaths-2	bridge2ai_adult_wav_v2/263412__c3cae037__respiration-and-cough-fivebreaths-2.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_263412_c3cae037_respiration-and-cough-fivebreaths-2.csv	34.9500	So.
train	adult	342603	34877857	diadochokinesis-ta	bridge2ai_adult_wav_v2/342603__34877857__diadochokinesis-ta.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_342603_34877857_diadochokinesis-ta.csv	5.8500	Ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
train	adult	686795	98da473e	harvard-sentences-list-3-1	bridge2ai_adult_wav_v2/686795__98da473e__harvard-sentences-list-3-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_686795_98da473e_harvard-sentences-list-3-1.csv	7.6100	The small pup growled a hole in the sock.
train	adult	914347	658acc05	maximum-phonation-time-2	bridge2ai_adult_wav_v2/914347__658acc05__maximum-phonation-time-2.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_914347_658acc05_maximum-phonation-time-2.csv	15.1700	Ah.
train	adult	176640	b424ef9d	diadochokinesis-buttercup	bridge2ai_adult_wav_v2/176640__b424ef9d__diadochokinesis-buttercup.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_176640_b424ef9d_diadochokinesis-buttercup.csv	7.2500	Better kept, better kept, better kept, better kept, better kept, better kept, better kept, better kept, better kept, better kept.
train	adult	325436	084aef8e	cape-v-sentences-4	bridge2ai_adult_wav_v2/325436__084aef8e__cape-v-sentences-4.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_325436_084aef8e_cape-v-sentences-4.csv	2.5900	We eat eggs every Easter.
train	adult	525766	ea1d1664	respiration-and-cough-breath-1	bridge2ai_adult_wav_v2/525766__ea1d1664__respiration-and-cough-breath-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_525766_ea1d1664_respiration-and-cough-breath-1.csv	30.0300	So.
train	adult	356092	e0601741	diadochokinesis-buttercup	bridge2ai_adult_wav_v2/356092__e0601741__diadochokinesis-buttercup.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_356092_e0601741_diadochokinesis-buttercup.csv	6.2700	Buttercup, buttercup, buttercup, buttercup, buttercup, buttercup, buttercup, buttercup, buttercup, buttercup.
train	adult	541581	a47d1ae7	respiration-and-cough-fivebreaths-1	bridge2ai_adult_wav_v2/541581__a47d1ae7__respiration-and-cough-fivebreaths-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_541581_a47d1ae7_respiration-and-cough-fivebreaths-1.csv	21.6700	................................................................................................................................
train	adult	262515	5a4e24e4	respiration-and-cough-cough-2	bridge2ai_adult_wav_v2/262515__5a4e24e4__respiration-and-cough-cough-2.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_262515_5a4e24e4_respiration-and-cough-cough-2.csv	4.2300	Eh, eh, eh, eh, eh, eh, eh.
train	adult	633904	ce44944a	respiration-and-cough-breath-1	bridge2ai_adult_wav_v2/633904__ce44944a__respiration-and-cough-breath-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_633904_ce44944a_respiration-and-cough-breath-1.csv	30.0300	I'm going to go to the next one. Thank you.
train	adult	235453	8fbd3755	story-recall	bridge2ai_adult_wav_v2/235453__8fbd3755__story-recall.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_235453_8fbd3755_story-recall.csv	27.5900	you wish to know about my grandfather he is 93 he wears a long black coat and we go on walks banana oil tell him to stop smoking that's what he says I'm up banana oil
train	adult	104926	0201f92d	respiration-and-cough-fivebreaths-2	bridge2ai_adult_wav_v2/104926__0201f92d__respiration-and-cough-fivebreaths-2.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_104926_0201f92d_respiration-and-cough-fivebreaths-2.csv	13.2500	................................................................................................................................
train	adult	576719	3493f01a	maximum-phonation-time-3	bridge2ai_adult_wav_v2/576719__3493f01a__maximum-phonation-time-3.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_576719_3493f01a_maximum-phonation-time-3.csv	17.3700	Ah.
train	adult	181005	d5a012b4	loudness	bridge2ai_adult_wav_v2/181005__d5a012b4__loudness.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_181005_d5a012b4_loudness.csv	4.1500	Hey! Hey! Hey!
train	adult	416066	0a8e22ae	diadochokinesis-ka	bridge2ai_adult_wav_v2/416066__0a8e22ae__diadochokinesis-ka.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_416066_0a8e22ae_diadochokinesis-ka.csv	3.2700	KKKKKKKKKKK
train	adult	414318	59278a9a	respiration-and-cough-threequickbreaths-2	bridge2ai_adult_wav_v2/414318__59278a9a__respiration-and-cough-threequickbreaths-2.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_414318_59278a9a_respiration-and-cough-threequickbreaths-2.csv	5.9900	Huh? Huh? Huh? Huh? Huh? Huh? Huh?
train	adult	166409	f6334566	harvard-sentences-list-12-4	bridge2ai_adult_wav_v2/166409__f6334566__harvard-sentences-list-12-4.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_166409_f6334566_harvard-sentences-list-12-4.csv	3.7500	Split the log with a quick sharp blow.
train	adult	396633	24d7a56b	cape-v-sentences-4	bridge2ai_adult_wav_v2/396633__24d7a56b__cape-v-sentences-4.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_396633_24d7a56b_cape-v-sentences-4.csv	1.7100	We eat eggs every Easter
train	adult	820581	119fbfa6	harvard-sentences-list-65-10	bridge2ai_adult_wav_v2/820581__119fbfa6__harvard-sentences-list-65-10.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_820581_119fbfa6_harvard-sentences-list-65-10.csv	5.6100	The knife was hung inside its bright slith-shiths.
train	adult	023977	ff59b084	cape-v-sentences-2	bridge2ai_adult_wav_v2/023977__ff59b084__cape-v-sentences-2.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_023977_ff59b084_cape-v-sentences-2.csv	2.5500	How hard did he hit him?
train	adult	684449	70d1f71c	maximum-phonation-time-1	bridge2ai_adult_wav_v2/684449__70d1f71c__maximum-phonation-time-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_684449_70d1f71c_maximum-phonation-time-1.csv	5.8700	Ahhhhhhh
train	adult	895999	98a45c35	harvard-sentences-list-68-3	bridge2ai_adult_wav_v2/895999__98a45c35__harvard-sentences-list-68-3.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_895999_98a45c35_harvard-sentences-list-68-3.csv	4.0100	The night shift meant rate extra pay.
train	adult	514994	a227af37	cape-v-sentences-2	bridge2ai_adult_wav_v2/514994__a227af37__cape-v-sentences-2.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_514994_a227af37_cape-v-sentences-2.csv	4.0500	How hard did he hit him?
train	adult	868944	653eb5f2	loudness	bridge2ai_adult_wav_v2/868944__653eb5f2__loudness.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_868944_653eb5f2_loudness.csv	6.4300	Hey! Hey! Hey!
train	adult	825990	2ff65e06	respiration-and-cough-breath-1	bridge2ai_adult_wav_v2/825990__2ff65e06__respiration-and-cough-breath-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_825990_2ff65e06_respiration-and-cough-breath-1.csv	30.0300	I'm going to go to the next one you
train	adult	112174	107b7279	diadochokinesis-buttercup	bridge2ai_adult_wav_v2/112174__107b7279__diadochokinesis-buttercup.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_112174_107b7279_diadochokinesis-buttercup.csv	8.2900	Better kept, better kept, better kept, better kept, better kept, better kept, better kept, better kept, better kept, better kept, better kept. Got it?
train	adult	512351	f0bb3ec1	diadochokinesis-ka	bridge2ai_adult_wav_v2/512351__f0bb3ec1__diadochokinesis-ka.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_512351_f0bb3ec1_diadochokinesis-ka.csv	5.5300	Kaka kaka kaka kaka kaka kaka kaka kaka.
train	adult	698881	2b1d9575	respiration-and-cough-cough-2	bridge2ai_adult_wav_v2/698881__2b1d9575__respiration-and-cough-cough-2.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_698881_2b1d9575_respiration-and-cough-cough-2.csv	5.8100	Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh,
train	adult	342832	f456ebf0	prolonged-vowel	bridge2ai_adult_wav_v2/342832__f456ebf0__prolonged-vowel.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_342832_f456ebf0_prolonged-vowel.csv	12.1100	One, two, three. Ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah,
train	adult	818373	6497b274	diadochokinesis-v2-buttercup	bridge2ai_adult_wav_v2/818373__6497b274__diadochokinesis-v2-buttercup.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_818373_6497b274_diadochokinesis-v2-buttercup.csv	5.9100	Buttercup buttercup buttercup buttercup buttercup buttercup buttercup buttercup buttercup buttercup buttercup
train	adult	086051	167e2dc6	loudness	bridge2ai_adult_wav_v2/086051__167e2dc6__loudness.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_086051_167e2dc6_loudness.csv	8.1700	I'm hurrying. Hey. Hey. Hey.
train	adult	426291	d27ded7f	cape-v-sentences-1	bridge2ai_adult_wav_v2/426291__d27ded7f__cape-v-sentences-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_426291_d27ded7f_cape-v-sentences-1.csv	4.4300	The blue spot is on the key again.
train	adult	927938	a7035edf	respiration-and-cough-breath-2	bridge2ai_adult_wav_v2/927938__a7035edf__respiration-and-cough-breath-2.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_927938_a7035edf_respiration-and-cough-breath-2.csv	30.0300	. Thank you.
train	adult	753517	aa2b0a52	respiration-and-cough-cough-1	bridge2ai_adult_wav_v2/753517__aa2b0a52__respiration-and-cough-cough-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_753517_aa2b0a52_respiration-and-cough-cough-1.csv	10.2700	Thank you.
train	adult	962057	434494aa	diadochokinesis-pataka	bridge2ai_adult_wav_v2/962057__434494aa__diadochokinesis-pataka.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_962057_434494aa_diadochokinesis-pataka.csv	6.2300	Pataka, pataka, pataka, pataka, pataka, pataka, pataka, pataka, pataka.
train	adult	260036	d3dc7769	diadochokinesis-v2-puhtuhkuh	bridge2ai_adult_wav_v2/260036__d3dc7769__diadochokinesis-v2-puhtuhkuh.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_260036_d3dc7769_diadochokinesis-v2-puhtuhkuh.csv	5.4100	Padi ka, padi ka, padi ka, padi ka, padi ka, padi ka, padi ka.
train	adult	262515	5a4e24e4	cape-v-sentences-5	bridge2ai_adult_wav_v2/262515__5a4e24e4__cape-v-sentences-5.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_262515_5a4e24e4_cape-v-sentences-5.csv	3.2700	My mama makes lemon muffins.
train	adult	895520	6680a5fd	diadochokinesis-pataka	bridge2ai_adult_wav_v2/895520__6680a5fd__diadochokinesis-pataka.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_895520_6680a5fd_diadochokinesis-pataka.csv	5.6700	Patika patika patika patika patika patika patika patika patika
train	adult	698881	2b1d9575	respiration-and-cough-breath-1	bridge2ai_adult_wav_v2/698881__2b1d9575__respiration-and-cough-breath-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_698881_2b1d9575_respiration-and-cough-breath-1.csv	30.0300	Thank you.
train	adult	520497	f7c2d378	productive-vocabulary-3	bridge2ai_adult_wav_v2/520497__f7c2d378__productive-vocabulary-3.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_520497_f7c2d378_productive-vocabulary-3.csv	3.4700	Itinerary is a schedule.
train	adult	319091	bf5f4b11	harvard-sentences-list-34-1	bridge2ai_adult_wav_v2/319091__bf5f4b11__harvard-sentences-list-34-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_319091_bf5f4b11_harvard-sentences-list-34-1.csv	5.2900	Nine rows of soldiers stood in line.
train	adult	505575	ef65e607	cape-v-sentences-6	bridge2ai_adult_wav_v2/505575__ef65e607__cape-v-sentences-6.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_505575_ef65e607_cape-v-sentences-6.csv	3.1900	Peter will keep at the peak.
train	adult	525369	ff3250bd	respiration-and-cough-breath-1	bridge2ai_adult_wav_v2/525369__ff3250bd__respiration-and-cough-breath-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_525369_ff3250bd_respiration-and-cough-breath-1.csv	30.0100	Eric. Hey. Hey. Yeah. Yeah. I'm Steve.
train	adult	086051	167e2dc6	cape-v-sentences-5	bridge2ai_adult_wav_v2/086051__167e2dc6__cape-v-sentences-5.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_086051_167e2dc6_cape-v-sentences-5.csv	2.9300	My mama makes lemon muffins.
train	adult	525766	ea1d1664	diadochokinesis-pataka	bridge2ai_adult_wav_v2/525766__ea1d1664__diadochokinesis-pataka.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_525766_ea1d1664_diadochokinesis-pataka.csv	8.8100	Paraga paraga paraga paraga paraga paraga paraga paraga paraga paraga paraga paraga paraga
train	adult	429140	44dc0043	respiration-and-cough-fivebreaths-1	bridge2ai_adult_wav_v2/429140__44dc0043__respiration-and-cough-fivebreaths-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_429140_44dc0043_respiration-and-cough-fivebreaths-1.csv	18.8300	................................................................................................................................
train	adult	336669	820c40d8	cape-v-sentences-6	bridge2ai_adult_wav_v2/336669__820c40d8__cape-v-sentences-6.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_336669_820c40d8_cape-v-sentences-6.csv	4.9300	Peter will keep at the peak.
train	adult	293901	e5a42223	diadochokinesis-buttercup	bridge2ai_adult_wav_v2/293901__e5a42223__diadochokinesis-buttercup.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_293901_e5a42223_diadochokinesis-buttercup.csv	8.7700	Barakap, Barakap, Barakap, Barakap, Barakap, Barakap, Barakap, Barakap, Barakap, Barakap, Barakap.
train	adult	058765	3cf4c146	cape-v-sentences-3	bridge2ai_adult_wav_v2/058765__3cf4c146__cape-v-sentences-3.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_058765_3cf4c146_cape-v-sentences-3.csv	3.9100	We were away a year ago.
train	adult	694461	25e88361	productive-vocabulary-4	bridge2ai_adult_wav_v2/694461__25e88361__productive-vocabulary-4.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_694461_25e88361_productive-vocabulary-4.csv	12.7500	Uncanny means really, uncanny means sort of unusual.
train	adult	563875	194d13c0	diadochokinesis-ka	bridge2ai_adult_wav_v2/563875__194d13c0__diadochokinesis-ka.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_563875_194d13c0_diadochokinesis-ka.csv	3.5900	Cack, cack, cack, cack, cack, cack, cack, cack, cack.
train	adult	696394	2a2d628d	productive-vocabulary-4	bridge2ai_adult_wav_v2/696394__2a2d628d__productive-vocabulary-4.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_696394_2a2d628d_productive-vocabulary-4.csv	4.0900	Lyric
train	adult	010119	f206f0a7	word-color-stroop	bridge2ai_adult_wav_v2/010119__f206f0a7__word-color-stroop.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_010119_f206f0a7_word-color-stroop.csv	76.1700	What is that blue or purple? Purple. Blue. Orange. Maybe red. Blue. Blue. blue blue yellow maybe green no it's light green no it's yellow blue green green green red green red red
train	adult	374107	d987b8b0	harvard-sentences-list-49-4	bridge2ai_adult_wav_v2/374107__d987b8b0__harvard-sentences-list-49-4.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_374107_d987b8b0_harvard-sentences-list-49-4.csv	3.7700	Crack the walnut with your sharp side teeth.
train	adult	777910	d9a3806e	productive-vocabulary-2	bridge2ai_adult_wav_v2/777910__d9a3806e__productive-vocabulary-2.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_777910_d9a3806e_productive-vocabulary-2.csv	8.0500	Specific means a unique or pertaining to one thing.
train	adult	920926	e6251338	respiration-and-cough-fivebreaths-4	bridge2ai_adult_wav_v2/920926__e6251338__respiration-and-cough-fivebreaths-4.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_920926_e6251338_respiration-and-cough-fivebreaths-4.csv	30.0300	Sigh. Sigh. Sigh. Sigh. Sigh....
train	adult	352300	be23a35f	voluntary-cough	bridge2ai_adult_wav_v2/352300__be23a35f__voluntary-cough.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_352300_be23a35f_voluntary-cough.csv	20.2100	Thank you.
train	adult	164394	c5c9d525	diadochokinesis-v2-puhtuhkuh	bridge2ai_adult_wav_v2/164394__c5c9d525__diadochokinesis-v2-puhtuhkuh.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_164394_c5c9d525_diadochokinesis-v2-puhtuhkuh.csv	5.0900	Potica, Potica, Potica, Potica, Potica, Potica, Potica.
train	adult	148589	8f923ba8	loudness	bridge2ai_adult_wav_v2/148589__8f923ba8__loudness.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_148589_8f923ba8_loudness.csv	6.1900	Hey! Hey! Hey!
train	adult	917812	f68cfbb9	diadochokinesis-ta	bridge2ai_adult_wav_v2/917812__f68cfbb9__diadochokinesis-ta.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_917812_f68cfbb9_diadochokinesis-ta.csv	5.6900	ta ta ta ta ta ta ta ta ta ta ta
train	adult	161695	944c83ce	diadochokinesis-ta	bridge2ai_adult_wav_v2/161695__944c83ce__diadochokinesis-ta.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_161695_944c83ce_diadochokinesis-ta.csv	3.2700	Ta ta ta ta ta ta ta ta ta ta
train	adult	045464	ff74eab6	harvard-sentences-list-40-5	bridge2ai_adult_wav_v2/045464__ff74eab6__harvard-sentences-list-40-5.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_045464_ff74eab6_harvard-sentences-list-40-5.csv	4.6900	The stale smell of old beer lingers.
train	adult	563875	194d13c0	respiration-and-cough-fivebreaths-2	bridge2ai_adult_wav_v2/563875__194d13c0__respiration-and-cough-fivebreaths-2.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_563875_194d13c0_respiration-and-cough-fivebreaths-2.csv	17.2300	Yes.
train	adult	540374	19680c3b	respiration-and-cough-fivebreaths-1	bridge2ai_adult_wav_v2/540374__19680c3b__respiration-and-cough-fivebreaths-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_540374_19680c3b_respiration-and-cough-fivebreaths-1.csv	29.1100	...
train	adult	555180	dd9ae711	harvard-sentences-list-14-8	bridge2ai_adult_wav_v2/555180__dd9ae711__harvard-sentences-list-14-8.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_555180_dd9ae711_harvard-sentences-list-14-8.csv	2.7700	Clothes and lodging are free to new men.
train	adult	895999	1578d535	diadochokinesis-v2-buttercup	bridge2ai_adult_wav_v2/895999__1578d535__diadochokinesis-v2-buttercup.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_895999_1578d535_diadochokinesis-v2-buttercup.csv	5.1300	Buttercup, buttercup, buttercup, buttercup, buttercup, buttercup.
train	adult	814132	2c05127b	maximum-phonation-time-3	bridge2ai_adult_wav_v2/814132__2c05127b__maximum-phonation-time-3.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_814132_2c05127b_maximum-phonation-time-3.csv	3.2500	Ah.
train	adult	213384	6a47f76e	respiration-and-cough-fivebreaths-2	bridge2ai_adult_wav_v2/213384__6a47f76e__respiration-and-cough-fivebreaths-2.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_213384_6a47f76e_respiration-and-cough-fivebreaths-2.csv	10.8300	Shhhhhh... Shhhhhh... Shhhhhh... Shhhhhh... Shhhhhh...
train	adult	263412	c3cae037	diadochokinesis-ka	bridge2ai_adult_wav_v2/263412__c3cae037__diadochokinesis-ka.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_263412_c3cae037_diadochokinesis-ka.csv	4.2300	Kaka kaka kaka kaka
train	adult	848341	461ea3e8	diadochokinesis-pa	bridge2ai_adult_wav_v2/848341__461ea3e8__diadochokinesis-pa.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_848341_461ea3e8_diadochokinesis-pa.csv	4.1500	Pa, pa, pa, pa, pa, pa, pa, pa, pa, pa, pa.
train	adult	023977	ff59b084	respiration-and-cough-breath-1	bridge2ai_adult_wav_v2/023977__ff59b084__respiration-and-cough-breath-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_023977_ff59b084_respiration-and-cough-breath-1.csv	30.0100	I'm sorry.
train	adult	272017	715bf955	respiration-and-cough-threequickbreaths-2	bridge2ai_adult_wav_v2/272017__715bf955__respiration-and-cough-threequickbreaths-2.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_272017_715bf955_respiration-and-cough-threequickbreaths-2.csv	9.6900	HEEEH! HEEEH! HEEEH!
train	adult	089022	894a2170	respiration-and-cough-cough-1	bridge2ai_adult_wav_v2/089022__894a2170__respiration-and-cough-cough-1.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_089022_894a2170_respiration-and-cough-cough-1.csv	15.5900	I'm sorry.
train	adult	263412	c3cae037	diadochokinesis-pa	bridge2ai_adult_wav_v2/263412__c3cae037__diadochokinesis-pa.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_263412_c3cae037_diadochokinesis-pa.csv	4.4100	Papapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapapap
train	adult	012071	5ebe57c2	productive-vocabulary-3	bridge2ai_adult_wav_v2/012071__5ebe57c2__productive-vocabulary-3.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_012071_5ebe57c2_productive-vocabulary-3.csv	7.8500	Combustion, combustion in an engine, well, to start your car, to run your car.
train	adult	514994	a227af37	loudness	bridge2ai_adult_wav_v2/514994__a227af37__loudness.wav	bridge2ai_zipformer_full_all_tasks/mels/adult_514994_a227af37_loudness.csv	4.7100	Hey! Hey! Hey!
